Repository,File,Method,Count,Imports,Parameters,Annotations,Value,Href,Version,MethodParameter,FullClassPath,ModifiedValue
causeway,EndToEnd_IntegTest.java,setHeader,1,[java.io.File;java.io.IOException;java.lang.reflect.Method;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.nio.charset.StandardCharsets;java.nio.file.Path;java.util.ArrayList;java.util.List;javax.inject.Inject;com.fasterxml.jackson.databind.ObjectMapper;org.approvaltests.Approvals;org.approvaltests.core.Options;org.approvaltests.core.Scrubber;org.approvaltests.reporters.TextWebReporter;org.approvaltests.reporters.UseReporter;org.junit.jupiter.api.AfterEach;org.junit.jupiter.api.BeforeEach;org.junit.jupiter.api.Disabled;org.junit.jupiter.api.Test;org.junit.jupiter.api.TestInfo;org.junit.jupiter.api.condition.DisabledIfSystemProperty;org.springframework.test.context.ActiveProfiles;org.springframework.transaction.annotation.Propagation;org.apache.causeway.applib.services.xactn.TransactionService;org.apache.causeway.commons.internal.resources._Resources;org.apache.causeway.core.config.environment.CausewaySystemEnvironment;org.apache.causeway.core.metamodel.specloader.SpecificationLoader;org.apache.causeway.viewer.graphql.viewer.source.GraphQlSourceForCauseway;org.apache.causeway.viewer.graphql.viewer.test.source.gqltestdomain.E1;org.apache.causeway.viewer.graphql.viewer.test.source.gqltestdomain.E2;org.apache.causeway.viewer.graphql.viewer.test.source.gqltestdomain.GQLTestDomainMenu;org.apache.causeway.viewer.graphql.viewer.test.source.gqltestdomain.TestEntityRepository;org.apache.causeway.commons.internal.assertions._Assert.assertEquals;org.apache.causeway.commons.internal.assertions._Assert.assertNotNull;org.apache.causeway.commons.internal.assertions._Assert.assertTrue;lombok.Data;lombok.SneakyThrows;lombok.val],[java.lang.String;java.lang.String],[],"setHeader(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#setHeader(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,setHeader
Cobalt,GithubSecrets.java,header,4,[com.goterl.lazysodium.LazySodiumJava;com.goterl.lazysodium.SodiumJava;com.goterl.lazysodium.utils.LibraryLoader;it.auties.whatsapp.api.Whatsapp;it.auties.whatsapp.util.Json;it.auties.whatsapp.utils.ConfigUtils;it.auties.whatsapp.util.Smile;lombok.SneakyThrows;lombok.experimental.UtilityClass;org.bouncycastle.bcpg.SymmetricKeyAlgorithmTags;org.bouncycastle.jce.provider.BouncyCastleProvider;org.bouncycastle.openpgp.examples.ByteArrayHandler;java.io.IOException;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.nio.charset.StandardCharsets;java.nio.file.Files;java.nio.file.Path;java.nio.file.StandardOpenOption;java.security.Security;java.util.Base64;java.util.Objects;java.net.URI.create;java.net.http.HttpRequest.BodyPublishers.ofString],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
Cobalt,TokensCollectorTest.java,header,6,[it.auties.whatsapp.github.GithubActions;it.auties.whatsapp.util.Spec.Whatsapp;lombok.SneakyThrows;org.junit.jupiter.api.Test;java.io.IOException;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.nio.charset.StandardCharsets;java.nio.file.Files;java.nio.file.Path;java.nio.file.StandardOpenOption;java.util.Objects;java.util.regex.Pattern;java.net.http.HttpResponse.BodyHandlers.ofString],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
clickhouse-java,HttpClientConnectionImpl.java,setHeader,3,[com.clickhouse.client.ClickHouseClient;com.clickhouse.client.ClickHouseConfig;com.clickhouse.client.ClickHouseNode;com.clickhouse.client.ClickHouseRequest;com.clickhouse.client.ClickHouseSslContextProvider;com.clickhouse.client.config.ClickHouseClientOption;com.clickhouse.client.config.ClickHouseProxyType;com.clickhouse.client.http.config.ClickHouseHttpOption;com.clickhouse.data.ClickHouseChecker;com.clickhouse.data.ClickHouseDataStreamFactory;com.clickhouse.data.ClickHouseExternalTable;com.clickhouse.data.ClickHouseFormat;com.clickhouse.data.ClickHouseInputStream;com.clickhouse.data.ClickHouseOutputStream;com.clickhouse.data.ClickHousePipedOutputStream;com.clickhouse.logging.Logger;com.clickhouse.logging.LoggerFactory;java.io.BufferedReader;java.io.ByteArrayInputStream;java.io.ByteArrayOutputStream;java.io.IOException;java.io.InputStream;java.io.InputStreamReader;java.io.OutputStream;java.io.Reader;java.io.UncheckedIOException;java.net.ConnectException;java.net.HttpURLConnection;java.net.InetSocketAddress;java.net.Proxy;java.net.ProxySelector;java.net.SocketAddress;java.net.URI;java.net.http.HttpClient;java.net.http.HttpConnectTimeoutException;java.net.http.HttpHeaders;java.net.http.HttpRequest;java.net.http.HttpResponse;java.net.http.HttpClient.Redirect;java.net.http.HttpClient.Version;java.nio.charset.StandardCharsets;java.time.Duration;java.util.List;java.util.Map;java.util.TimeZone;java.util.UUID;java.util.Map.Entry;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutionException;java.util.concurrent.ExecutorService;java.util.concurrent.atomic.AtomicBoolean;javax.net.ssl.SSLContext],[java.lang.String;java.lang.String],[],"setHeader(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#setHeader(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,setHeader
cryptomator,ReceiveKeyController.java,header,1,[com.nimbusds.jose.JWEObject;dagger.Lazy;org.cryptomator.common.vaults.Vault;org.cryptomator.ui.common.FxController;org.cryptomator.ui.common.FxmlFile;org.cryptomator.ui.common.FxmlScene;org.cryptomator.ui.keyloading.KeyLoading;org.cryptomator.ui.keyloading.KeyLoadingScoped;javax.inject.Inject;javax.inject.Named;javafx.application.Platform;javafx.fxml.FXML;javafx.scene.Scene;javafx.stage.Stage;javafx.stage.WindowEvent;java.io.IOException;java.io.InputStream;java.io.UncheckedIOException;java.net.URI;java.net.URISyntaxException;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.text.ParseException;java.util.Objects;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutorService;java.util.concurrent.atomic.AtomicReference],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
cryptomator,RegisterDeviceController.java,header,2,[com.auth0.jwt.JWT;com.auth0.jwt.interfaces.DecodedJWT;com.google.common.io.BaseEncoding;com.google.gson.Gson;com.google.gson.GsonBuilder;com.nimbusds.jose.JWEObject;dagger.Lazy;org.cryptomator.common.settings.DeviceKey;org.cryptomator.cryptolib.common.P384KeyPair;org.cryptomator.ui.common.FxController;org.cryptomator.ui.common.FxmlFile;org.cryptomator.ui.common.FxmlScene;org.cryptomator.ui.keyloading.KeyLoading;org.cryptomator.ui.keyloading.KeyLoadingScoped;org.slf4j.Logger;org.slf4j.LoggerFactory;javax.inject.Inject;javax.inject.Named;javafx.application.Platform;javafx.beans.property.BooleanProperty;javafx.beans.property.SimpleBooleanProperty;javafx.fxml.FXML;javafx.scene.Scene;javafx.scene.control.Button;javafx.scene.control.ContentDisplay;javafx.scene.control.TextField;javafx.stage.Stage;javafx.stage.WindowEvent;java.io.IOException;java.net.InetAddress;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.nio.charset.StandardCharsets;java.util.List;java.util.Objects;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutorService;java.util.concurrent.atomic.AtomicReference],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
cryptomator,UpdateCheckerModule.java,header,1,[dagger.Module;dagger.Provides;org.apache.commons.lang3.SystemUtils;org.cryptomator.common.Environment;org.cryptomator.common.settings.Settings;org.slf4j.Logger;org.slf4j.LoggerFactory;javax.inject.Named;javafx.beans.binding.Bindings;javafx.beans.binding.ObjectBinding;javafx.beans.property.SimpleStringProperty;javafx.beans.property.StringProperty;javafx.concurrent.ScheduledService;javafx.concurrent.Task;javafx.util.Duration;java.io.UncheckedIOException;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.util.Optional;java.util.concurrent.ExecutorService],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
cxf,HttpClientHTTPConduit.java,header,1,[java.io.FilterInputStream;java.io.IOException;java.io.InputStream;java.io.OutputStream;java.io.PipedInputStream;java.io.PipedOutputStream;java.io.PushbackInputStream;java.net.ConnectException;java.net.HttpURLConnection;java.net.MalformedURLException;java.net.Proxy;java.net.ProxySelector;java.net.SocketAddress;java.net.URI;java.net.URISyntaxException;java.net.UnknownHostException;java.net.http.HttpClient;java.net.http.HttpClient.Redirect;java.net.http.HttpClient.Version;java.net.http.HttpRequest;java.net.http.HttpRequest.BodyPublisher;java.net.http.HttpRequest.BodyPublishers;java.net.http.HttpResponse;java.net.http.HttpResponse.BodyHandler;java.net.http.HttpResponse.BodyHandlers;java.net.http.HttpTimeoutException;java.nio.ByteBuffer;java.nio.channels.UnresolvedAddressException;java.security.GeneralSecurityException;java.security.Principal;java.security.cert.Certificate;java.time.Duration;java.util.Arrays;java.util.LinkedList;java.util.List;java.util.Map;java.util.Optional;java.util.Set;java.util.TreeSet;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutionException;java.util.concurrent.Flow;java.util.concurrent.Flow.Subscriber;java.util.concurrent.TimeUnit;java.util.concurrent.TimeoutException;java.util.function.Supplier;javax.net.ssl.SSLContext;javax.net.ssl.SSLParameters;javax.net.ssl.SSLSession;org.apache.cxf.Bus;org.apache.cxf.common.util.PropertyUtils;org.apache.cxf.configuration.jsse.TLSClientParameters;org.apache.cxf.helpers.HttpHeaderHelper;org.apache.cxf.helpers.JavaUtils;org.apache.cxf.io.CacheAndWriteOutputStream;org.apache.cxf.message.Message;org.apache.cxf.message.MessageUtils;org.apache.cxf.service.model.EndpointInfo;org.apache.cxf.transport.https.HttpsURLConnectionInfo;org.apache.cxf.transport.https.SSLUtils;org.apache.cxf.transports.http.configuration.HTTPClientPolicy;org.apache.cxf.ws.addressing.EndpointReferenceType],[java.lang.String;unknown],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
cxf,HttpClientHTTPConduit.java,header,1,[java.io.FilterInputStream;java.io.IOException;java.io.InputStream;java.io.OutputStream;java.io.PipedInputStream;java.io.PipedOutputStream;java.io.PushbackInputStream;java.net.ConnectException;java.net.HttpURLConnection;java.net.MalformedURLException;java.net.Proxy;java.net.ProxySelector;java.net.SocketAddress;java.net.URI;java.net.URISyntaxException;java.net.UnknownHostException;java.net.http.HttpClient;java.net.http.HttpClient.Redirect;java.net.http.HttpClient.Version;java.net.http.HttpRequest;java.net.http.HttpRequest.BodyPublisher;java.net.http.HttpRequest.BodyPublishers;java.net.http.HttpResponse;java.net.http.HttpResponse.BodyHandler;java.net.http.HttpResponse.BodyHandlers;java.net.http.HttpTimeoutException;java.nio.ByteBuffer;java.nio.channels.UnresolvedAddressException;java.security.GeneralSecurityException;java.security.Principal;java.security.cert.Certificate;java.time.Duration;java.util.Arrays;java.util.LinkedList;java.util.List;java.util.Map;java.util.Optional;java.util.Set;java.util.TreeSet;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutionException;java.util.concurrent.Flow;java.util.concurrent.Flow.Subscriber;java.util.concurrent.TimeUnit;java.util.concurrent.TimeoutException;java.util.function.Supplier;javax.net.ssl.SSLContext;javax.net.ssl.SSLParameters;javax.net.ssl.SSLSession;org.apache.cxf.Bus;org.apache.cxf.common.util.PropertyUtils;org.apache.cxf.configuration.jsse.TLSClientParameters;org.apache.cxf.helpers.HttpHeaderHelper;org.apache.cxf.helpers.JavaUtils;org.apache.cxf.io.CacheAndWriteOutputStream;org.apache.cxf.message.Message;org.apache.cxf.message.MessageUtils;org.apache.cxf.service.model.EndpointInfo;org.apache.cxf.transport.https.HttpsURLConnectionInfo;org.apache.cxf.transport.https.SSLUtils;org.apache.cxf.transports.http.configuration.HTTPClientPolicy;org.apache.cxf.ws.addressing.EndpointReferenceType],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
cxf,HttpClientHTTPConduit.java,header,1,[java.io.FilterInputStream;java.io.IOException;java.io.InputStream;java.io.OutputStream;java.io.PipedInputStream;java.io.PipedOutputStream;java.io.PushbackInputStream;java.net.ConnectException;java.net.HttpURLConnection;java.net.MalformedURLException;java.net.Proxy;java.net.ProxySelector;java.net.SocketAddress;java.net.URI;java.net.URISyntaxException;java.net.UnknownHostException;java.net.http.HttpClient;java.net.http.HttpClient.Redirect;java.net.http.HttpClient.Version;java.net.http.HttpRequest;java.net.http.HttpRequest.BodyPublisher;java.net.http.HttpRequest.BodyPublishers;java.net.http.HttpResponse;java.net.http.HttpResponse.BodyHandler;java.net.http.HttpResponse.BodyHandlers;java.net.http.HttpTimeoutException;java.nio.ByteBuffer;java.nio.channels.UnresolvedAddressException;java.security.GeneralSecurityException;java.security.Principal;java.security.cert.Certificate;java.time.Duration;java.util.Arrays;java.util.LinkedList;java.util.List;java.util.Map;java.util.Optional;java.util.Set;java.util.TreeSet;java.util.concurrent.CompletableFuture;java.util.concurrent.ExecutionException;java.util.concurrent.Flow;java.util.concurrent.Flow.Subscriber;java.util.concurrent.TimeUnit;java.util.concurrent.TimeoutException;java.util.function.Supplier;javax.net.ssl.SSLContext;javax.net.ssl.SSLParameters;javax.net.ssl.SSLSession;org.apache.cxf.Bus;org.apache.cxf.common.util.PropertyUtils;org.apache.cxf.configuration.jsse.TLSClientParameters;org.apache.cxf.helpers.HttpHeaderHelper;org.apache.cxf.helpers.JavaUtils;org.apache.cxf.io.CacheAndWriteOutputStream;org.apache.cxf.message.Message;org.apache.cxf.message.MessageUtils;org.apache.cxf.service.model.EndpointInfo;org.apache.cxf.transport.https.HttpsURLConnectionInfo;org.apache.cxf.transport.https.SSLUtils;org.apache.cxf.transports.http.configuration.HTTPClientPolicy;org.apache.cxf.ws.addressing.EndpointReferenceType],[java.lang.String;? super java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
davmail,HttpClientAdapter.java,setHeader,1,[davmail.Settings;davmail.exception;davmail.http.request;org.apache.http.Header;org.apache.http.HttpResponse;org.apache.http.HttpStatus;org.apache.http.StatusLine;org.apache.http.auth.AuthSchemeProvider;org.apache.http.auth.AuthScope;org.apache.http.auth.NTCredentials;org.apache.http.client.CredentialsProvider;org.apache.http.client.HttpResponseException;org.apache.http.client.config.AuthSchemes;org.apache.http.client.config.RequestConfig;org.apache.http.client.methods.CloseableHttpResponse;org.apache.http.client.methods.HttpRequestBase;org.apache.http.client.protocol.HttpClientContext;org.apache.http.client.utils.URIUtils;org.apache.http.config.Registry;org.apache.http.config.RegistryBuilder;org.apache.http.conn.HttpClientConnectionManager;org.apache.http.conn.socket.ConnectionSocketFactory;org.apache.http.conn.socket.PlainConnectionSocketFactory;org.apache.http.conn.ssl.SSLConnectionSocketFactory;org.apache.http.cookie.Cookie;org.apache.http.impl.auth.BasicSchemeFactory;org.apache.http.impl.auth.DigestSchemeFactory;org.apache.http.impl.client.BasicCookieStore;org.apache.http.impl.client.BasicCredentialsProvider;org.apache.http.impl.client.CloseableHttpClient;org.apache.http.impl.client.HttpClientBuilder;org.apache.http.impl.conn.BasicHttpClientConnectionManager;org.apache.http.impl.conn.PoolingHttpClientConnectionManager;org.apache.http.impl.conn.SystemDefaultRoutePlanner;org.apache.jackrabbit.webdav.DavException;org.apache.jackrabbit.webdav.MultiStatus;org.apache.jackrabbit.webdav.MultiStatusResponse;org.apache.jackrabbit.webdav.client.methods.BaseDavRequest;org.apache.jackrabbit.webdav.client.methods.HttpCopy;org.apache.jackrabbit.webdav.client.methods.HttpMove;org.apache.log4j.Logger;org.codehaus.jettison.json.JSONObject;java.io.Closeable;java.io.IOException;java.net;java.security.Security;java.util.HashSet;java.util.List],[java.lang.String;java.lang.String],[],"setHeader(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#setHeader(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,setHeader
dataverse,HarvesterServiceBean.java,header,1,[java.net.HttpURLConnection.HTTP_OK;edu.harvard.iq.dataverse.Dataset;edu.harvard.iq.dataverse.DatasetServiceBean;edu.harvard.iq.dataverse.Dataverse;edu.harvard.iq.dataverse.DataverseServiceBean;edu.harvard.iq.dataverse.timer.DataverseTimerServiceBean;java.io.File;java.io.IOException;java.text.SimpleDateFormat;java.util.ArrayList;java.util.Date;java.util.Iterator;java.util.List;java.util.logging.FileHandler;java.util.logging.Level;java.util.logging.Logger;javax.annotation.Resource;javax.ejb.Asynchronous;javax.ejb.EJB;javax.ejb.EJBException;javax.ejb.Stateless;javax.ejb.Timer;javax.inject.Named;javax.xml.parsers.ParserConfigurationException;javax.xml.transform.TransformerException;org.apache.commons.lang3.mutable.MutableBoolean;org.xml.sax.SAXException;io.gdcc.xoai.model.oaipmh.results.record.Header;edu.harvard.iq.dataverse.EjbDataverseEngine;edu.harvard.iq.dataverse.api.imports.ImportServiceBean;edu.harvard.iq.dataverse.engine.command.DataverseRequest;edu.harvard.iq.dataverse.harvest.client.oai.OaiHandler;edu.harvard.iq.dataverse.harvest.client.oai.OaiHandlerException;edu.harvard.iq.dataverse.search.IndexServiceBean;java.io.FileOutputStream;java.io.FileWriter;java.io.InputStream;java.io.PrintWriter;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.nio.file.Files;java.nio.file.Paths;java.nio.file.Path;javax.persistence.EntityManager;javax.persistence.PersistenceContext],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
dataverse,FastGetRecord.java,header,3,[edu.harvard.iq.dataverse.harvest.client.oai.OaiHandler;java.io.IOException;java.io.InputStream;java.io.StringReader;java.io.InputStreamReader;java.io.BufferedReader;java.io.File;java.io.FileOutputStream;java.io.PrintWriter;java.net.HttpURLConnection.HTTP_OK;java.net.MalformedURLException;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.util.Map;java.util.Optional;java.util.zip.GZIPInputStream;java.util.zip.InflaterInputStream;java.util.zip.ZipInputStream;javax.xml.parsers.ParserConfigurationException;javax.xml.transform.TransformerException;org.xml.sax.SAXException;javax.xml.stream.XMLStreamConstants;javax.xml.stream.XMLStreamException;javax.xml.stream.XMLStreamReader;javax.xml.stream.XMLInputFactory],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
dataverse,ExternalToolHandler.java,header,1,[edu.harvard.iq.dataverse.DataFile;edu.harvard.iq.dataverse.Dataset;edu.harvard.iq.dataverse.FileMetadata;edu.harvard.iq.dataverse.authorization.users.ApiToken;edu.harvard.iq.dataverse.settings.JvmSettings;edu.harvard.iq.dataverse.util.SystemConfig;edu.harvard.iq.dataverse.util.URLTokenUtil;edu.harvard.iq.dataverse.util.UrlSignerUtil;edu.harvard.iq.dataverse.util.json.JsonUtil;java.io.IOException;java.net.HttpURLConnection;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.util.Base64;java.util.Map.Entry;java.util.logging.Level;java.util.logging.Logger;javax.json.Json;javax.json.JsonArray;javax.json.JsonArrayBuilder;javax.json.JsonNumber;javax.json.JsonObject;javax.json.JsonObjectBuilder;javax.json.JsonString;javax.json.JsonValue;javax.ws.rs.HttpMethod;org.apache.commons.codec.binary.StringUtils],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
elasticsearch,MockServer.java,header,1,[com.fasterxml.jackson.databind.JsonNode;com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.node.ArrayNode;com.fasterxml.jackson.databind.node.ObjectNode;com.fasterxml.jackson.databind.node.ValueNode;org.apache.logging.log4j.LogManager;org.apache.logging.log4j.Logger;org.elasticsearch.core.CheckedConsumer;org.elasticsearch.packaging.test.PackagingTestCase;org.elasticsearch.packaging.util.Shell;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpRequest.BodyPublishers;java.net.http.HttpResponse;java.net.http.HttpResponse.BodyHandlers;java.util.ArrayList;java.util.HashMap;java.util.Iterator;java.util.List;java.util.Map;java.util.concurrent.ExecutorService;java.util.concurrent.Executors;java.util.concurrent.TimeUnit;org.hamcrest.Matchers.is;org.junit.Assert.assertThat],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
flow-core-x,GitHubApiClient.java,setHeader,2,[com.fasterxml.jackson.annotation.JsonProperty;com.fasterxml.jackson.core.JsonProcessingException;com.fasterxml.jackson.databind.ObjectMapper;com.flowci.core.git.domain.GitCommit;com.flowci.core.git.domain.GitCommitStatus;com.flowci.core.git.domain.GitConfig;com.flowci.core.git.domain.GitRepo;com.flowci.core.secret.domain.TokenSecret;com.flowci.exception.CIException;com.flowci.exception.UnsupportedException;lombok.extern.slf4j.Slf4j;org.springframework.http.HttpStatus;org.springframework.web.util.UriTemplate;java.net.URI;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.util.Map;java.util.Objects],[java.lang.String;java.lang.String],[],"setHeader(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#setHeader(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,setHeader
GeoIP2-java,WebServiceClient.java,header,3,[com.fasterxml.jackson.core.type.TypeReference;com.fasterxml.jackson.databind.DeserializationFeature;com.fasterxml.jackson.databind.InjectableValues;com.fasterxml.jackson.databind.MapperFeature;com.fasterxml.jackson.databind.ObjectMapper;com.fasterxml.jackson.databind.json.JsonMapper;com.maxmind.geoip2.exception.AddressNotFoundException;com.maxmind.geoip2.exception.AuthenticationException;com.maxmind.geoip2.exception.GeoIp2Exception;com.maxmind.geoip2.exception.HttpException;com.maxmind.geoip2.exception.InvalidRequestException;com.maxmind.geoip2.exception.OutOfQueriesException;com.maxmind.geoip2.exception.PermissionRequiredException;com.maxmind.geoip2.model.CityResponse;com.maxmind.geoip2.model.CountryResponse;com.maxmind.geoip2.model.InsightsResponse;java.io.Closeable;java.io.IOException;java.io.InputStream;java.net.InetAddress;java.net.InetSocketAddress;java.net.Proxy;java.net.ProxySelector;java.net.URI;java.net.URISyntaxException;java.net.http.HttpClient;java.net.http.HttpRequest;java.net.http.HttpResponse;java.nio.charset.StandardCharsets;java.time.Duration;java.util.ArrayList;java.util.Base64;java.util.Collections;java.util.HashMap;java.util.List;java.util.Map],[java.lang.String;java.lang.String],[],"header(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#header(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,header
ghidra,HttpSymbolServer.java,setHeader,1,[java.io.IOException;java.io.InputStream;java.net.HttpURLConnection;java.net.URI;java.net.http.HttpRequest;java.net.http.HttpRequest.BodyPublishers;java.net.http.HttpResponse;java.net.http.HttpResponse.BodyHandlers;java.time.Duration;java.util.concurrent;ghidra.net.HttpClients;ghidra.util.Msg;ghidra.util.exception.CancelledException;ghidra.util.task.CancelledListener;ghidra.util.task.TaskMonitor],[java.lang.String;java.lang.String],[],"setHeader(String, String)","https://docs.oracle.com/en/java/javase/11/docs/api//java.net.http/java/net/http/HttpRequest.Builder.html#setHeader(java.lang.String,java.lang.String)",11,"['String', 'String']",.java.net.http.java.net.http.HttpRequest.Builder,setHeader
